,Nombre del parque eolico,Pais,Departamento / Zona,Ciudad,turbinas eolicas,Altura de las gondolas,Potencia nominal total,Operativo,Parque eolico onshore,Desarrolladores,Operador,Propietario,Fuente,Latitud,Longitud,Sistema geodesico,Localizacion precisa,Puesta en servicio,Desarrollador,Imagenes de Google Maps,Parte,Otro nombre,Propietarios,Altitud,turbina eolica,En construccion,Deshabilitar,Operadores,Sitio web,"direccion de correo electronico a fin de inscribirle al boletin de noticias, estrictamente destinada al envio de los boletines de noticias y por un periodo de tiempo limitado a la duracion de la inscripcion a dichos boletines de noticias.","direccion de correo electronico y nombre de la empresa cuando se soliciten presupuestos o se adquieran productos, unicamente destinados a realizar el seguimiento de los clientes y durante un periodo de tiempo conforme a las obligaciones contables."
372,Malagon II,Espana,Ciudad Real (Castilla-La Mancha),"Fuente del Fresno, Los Cortijos","Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",,50 000 kW,si,si,,Eufer,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 17' 7.9""","-4° 3' 6.7""",WGS84,si,2007,Gas Natural Fenosa Renovables,Imagenes de Google Maps,,,,,,,,,,,
373,Mallen,Espana,Zaragoza (Aragon),Mallen,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",80 m,30 000 kW,si,si,,E.ON Climate Renewables,E.ON Climate Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 52' 59.4""","-1° 23' 11.5""",WGS84,si,2006/03,E.ON Climate Renewables,Imagenes de Google Maps,,,,,,,,,,,
374,Malpica,Espana,La Coruna (Galicia),Malpica de Bergantinos,"Ecotecnia 28 (potencia 225 kW, diametro 28 m)",30 m,14 625 kW,si,si,,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 17' 59.9""","-8° 53' 24""",WGS84,si,2002,P. Eolico de Malpica SA,Imagenes de Google Maps,,,,,,,Deshabilitar,,,,
375,Malpica Ampliacion,Espana,La Coruna (Galicia),Malpica de Bergantinos,"Ecotecnia 48 (potencia 750 kW, diametro 48 m)",45 m,1 500 kW,,si,,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 18' 28.4""","-8° 53' 34.2""",WGS84,si,1997,P. Eolico de Malpica SA,Imagenes de Google Maps,,,,,,,Deshabilitar,,,,
376,Manchas Blancas,Espana,SC Tenerife (La Palma),La Villa de Mazo,"Vestas V27/225 (potencia 225 kW, diametro 27 m)",,1 350 kW,si,si,,Insituo Tecnologico Canarias,,,"28° 33' 6.3""","-17° 47' 17.2""",WGS84,si,2002,,Imagenes de Google Maps,,,,,,,,,,,
377,Maranchon Sur,Espana,Guadalajara (Castilla-La Mancha),"Maranchon, Luzon","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,12 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 1' 47.4""","-2° 11' 47""",WGS84,si,2006,Iberdrola Renewables,Imagenes de Google Maps,,,,1300 m,,,,,,,
378,Marmellar,Espana,Burgos (Castilla y Leon),Pedrosa del Rio UrbelÂ ,"GE Energy 1.5sle (potencia 1 500 kW, diametro 77 m)",,49 500 kW,si,si,Marmellar/Cobra,ACS,Bridgepoint,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 24' 17.3""","-3° 46' 10.6""",WGS84,si,2006,,Imagenes de Google Maps,,,,,,,,,,,
379,Mas de la Potra,Espana,Tarragona (Cataluna),DuesaigÃ¼es i Pradell de la Teixeta,"Made AE-61 (potencia 1 320 kW, diametro 61 m)",60 m,2 640 kW,si,si,,Esbrug SL,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 10' 30.1""","0° 54' 2.8""",WGS84,si,2004,Esbrug SL,Imagenes de Google Maps,,,,,,,,,,,
380,Maza,Espana,Cuenca (Castilla-La Mancha),Olmedilla,"GE Energy 1.5se (potencia 1 500 kW, diametro 70.5 m)",,49 500 kW,si,si,,,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 38' 8.7""","-1° 44' 41.6""",WGS84,si,2004,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
381,Menaute,Espana,Malaga (Andalucia),CampillosÂ ,"Enercon E82/2000 (potencia 2 000 kW, diametro 82 m)",,38 000 kW,si,si,,Enel GreenPower,Enel GreenPower,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"37° 2' 50.5""","-4° 55' 3.6""",WGS84,si,2010,Enel GreenPower,Imagenes de Google Maps,,,,,,,,,,,
382,Mingorrubio I,Espana,Albacete (Castilla-La Mancha),LezuzaÂ ,"Repower MM92 (potencia 2 000 kW, diametro 92 m)",80 m,14 000 kW,si,si,,E.ON Climate Renewables,E.ON Climate Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 56' 19.1""","-2° 17' 40.5""",WGS84,si,2009,Energias Eolicas Casa Requena,Imagenes de Google Maps,,,,,,,,,,,
383,Mingorrubio I,Espana,Albacete (Castilla-La Mancha),LezuzaÂ ,"Repower MM92 (potencia 2 000 kW, diametro 92 m)",80 m,14 000 kW,si,si,,E.ON Climate Renewables,E.ON Climate Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 56' 19.1""","-2° 17' 40.5""",WGS84,si,2009,Energias Eolicas Casa Requena,Imagenes de Google Maps,,,,,,,,,,,
384,Monasterio de Rodilla,Espana,Burgos (Castilla y Leon),Monasterio de Rodilla,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,3 400 kW,si,si,,Eolica la Brujula SA,EDP Renovaveis,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 27' 56.7""","-3° 28' 6.2""",WGS84,si,2006,Eolica la Brujula SA,Imagenes de Google Maps,,,,,,,,,,,
385,Monasterio de Rodilla,Espana,Burgos (Castilla y Leon),Monasterio de Rodilla,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,3 400 kW,si,si,,Eolica la Brujula SA,EDP Renovaveis,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 27' 56.7""","-3° 28' 6.2""",WGS84,si,2006,Eolica la Brujula SA,Imagenes de Google Maps,,,,,,,,,,,
386,Moncayuelo,Espana,Navarra,Falces,"Acciona AW-1500/77 (potencia 1 500 kW, diametro 77 m)",,48 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 26' 30.7""","-1° 45' 1""",WGS84,si,2004,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
387,Mondonedo,Espana,Lugo (Galicia),MondonedoÂ ,"Ecotecnia 74 (potencia 1 670 kW, diametro 74 m)",,51 770 kW,si,si,,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 27' 8.3""","-7° 24' 14.7""",WGS84,si,2007,Fergo Galicia Vento,Imagenes de Google Maps,,,,,,,,,,,
388,Montamarta,Espana,Zamora (Castilla y Leon),"Montamarta, Palacios del Pan, AndaviasÂ ","Ecotecnia 80 1.6 (potencia 1 670 kW, diametro 80 m)",,23 380 kW,si,si,,Gecal SA,Gas Natural Fenosa Renovables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 38' 39.9""","-5° 52' 36.4""",WGS84,si,2008,GEZA,Imagenes de Google Maps,,,,,,,,,,,
389,Montana Mina,Espana,SC Tenerife (Lanzarote),San BartolomeÂ ,"Vestas V27/225 (potencia 225 kW, diametro 27 m)",,1 125 kW,si,si,,Aerogeradores Canarios SA,,,"28° 59' 53.7""","-13° 35' 46.3""",WGS84,si,1991,PECSA Plantas Eolicas Canarias SA,Imagenes de Google Maps,,,,,,,,,,,
390,Montana Pelada,Espana,Las Palmas (Canarias),Galdar,"Made AE-46/I (potencia 660 kW, diametro 46 m)",45 m,4 620 kW,si,si,,Agragua S.A.,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"28° 9' 9.8""","-15° 40' 56.9""",WGS84,si,2001,Agragua S.A.,Imagenes de Google Maps,,,,,,,,,,,
391,Montana San Francisco I,Espana,Las Palmas (Canarias),AgÃ¼imesÂ ,"Vestas V27/225 (potencia 225 kW, diametro 27 m)",,1 125 kW,si,si,,Aerogeradores Canarios SA,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"27° 52' 11""","-15° 24' 44.6""",WGS84,si,,Aerogeradores Canarios SA,Imagenes de Google Maps,,,,,,,,,,,
392,Montargull,Espana,Lleida (Cataluna),"Talavera (Lleida), Llorat (Tarragona)Â ","Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",,30 000 kW,si,si,GERRSA/Elawan,Enel GreenPower,Enel GreenPower,http://www.gestampwind.com/en/business/wind-farms,"41° 33' 13""","1° 22' 28.3""",WGS84,si,2009/06,,Imagenes de Google Maps,,,,,,,,,,,
393,Montargull Ampliacion,Espana,Lleida (Cataluna),"Talavera (Lleida), Llorat, Santa Coloma de Queralt (Tarragona)Â ","Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",,14 000 kW,si,si,GERRSA/Elawan,Enel GreenPower,Enel GreenPower,http://www.gestampwind.com/en/business/wind-farms,"41° 33' 13""","1° 22' 28.3""",WGS84,si,2009/06,,Imagenes de Google Maps,,,,,,,,,,,
394,Monte Cabezas,Espana,Pontevedra (Galicia),Rodeiro,"Ecotecnia 74 (potencia 1 670 kW, diametro 74 m)",,38 410 kW,si,si,Galicia Vento SL/Elecnor,,Enerfin,http://www.elecnor.es/es/negocios/infraestructuras/generacion-energia/#14,"42° 43' 24.2""","-7° 53' 11.3""",WGS84,si,2005/08,,Imagenes de Google Maps,,,,,,,,Galicia Vento SL/Elecnor,,,
395,Monte das Aguas,Espana,La Coruna (Galicia),As Somozas,,,3 000 kW,si,si,,Ayuntamiento de Somozas,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 31' 48""","-7° 54' 0""",WGS84,si,,Parque Eolico Monte das Augas,Imagenes de Google Maps,,,,,"Vestas V90/3000 (potencia 3 000 kW, diametro 90 m)",,,,,,
396,Monte Molon,Espana,Cuenca (Castilla-La Mancha),"Mira, Aliaguilla","Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,29 750 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 42' 16.6""","-1° 22' 51.2""",WGS84,si,2002,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
397,Monte Redondo,Espana,La Coruna (Galicia),Vimianzo,"Ecotecnia 48 (potencia 750 kW, diametro 48 m)",,49 500 kW,si,si,,Energ. Ambientales Vimianzo,Gas Natural Fenosa Renovables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 7' 11.9""","-9° 5' 23.9""",WGS84,si,2001,,Imagenes de Google Maps,,,,,,,,,,,
398,Monte Treito,Espana,La Coruna (Galicia),"Lousame, Rois, Dodro, Rianxo","Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,17 850 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 45' 0""","-8° 46' 47.9""",WGS84,si,,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
399,Monte Treito,Espana,La Coruna (Galicia),"Lousame, Rois, Dodro, Rianxo","Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,17 850 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 45' 0""","-8° 46' 47.9""",WGS84,si,,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
400,Montero,Espana,Zaragoza (Aragon),Pedrola,"Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,25 500 kW,si,si,,Molinos del Ebro SA,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 47' 8.5""","-1° 16' 22""",WGS84,si,2003,Molinos del Ebro SA,Imagenes de Google Maps,,,,,,,,,,,
401,Montouto 2000,Espana,Pontevedra (Galicia),"A Caniza, Arbo, As Neves","Neg Micon NM52/900 (potencia 900 kW, diametro 52.2 m)",,47 700 kW,si,si,,Montouto 2000,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 8' 52.3""","-8° 21' 33.3""",WGS84,si,2000,Montouto 2000,Imagenes de Google Maps,,,,,,,,,,,
402,Moron de Almazan,Espana,Soria (Castilla y Leon),"Moron de Almazan, Adradas","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,50 000 kW,si,si,,Energia Global Castellana,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 23' 21.1""","-2° 25' 38""",WGS84,si,2007,Energia Global Castellana,Imagenes de Google Maps,,,,,,,,,,,
403,Morrablancar,Espana,Albacete (Castilla-La Mancha),Hoya Gonzalo,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,13 200 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 58' 11.9""","-1° 34' 48""",WGS84,si,,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
404,Mudefer,Espana,Tarragona (Cataluna),CaseresÂ ,"Vestas V90/1800 (potencia 1 800 kW, diametro 90 m)",,45 000 kW,si,si,,Cater,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 2' 14.2""","0° 16' 55.7""",WGS84,si,2009,Sociedad Catalana Energies Renovables,Imagenes de Google Maps,,,,,,,,,,,
405,Mudefer II,Espana,Tarragona (Cataluna),Vall de la ConillaÂ ,"Vestas V90/1800 (potencia 1 800 kW, diametro 90 m)",,12 600 kW,si,si,,Sociedad Catalana Energies Renovables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 2' 14.2""","0° 16' 55.7""",WGS84,si,2010,Sociedad Catalana Energies Renovables,Imagenes de Google Maps,,,,,,,,,,,
406,Muela,Espana,Albacete (Castilla-La Mancha),"Corralrubio, Chinchilla de Montearagon","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,45 540 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 45' 50""","-1° 30' 26.9""",WGS84,si,2000,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
407,Muela Cubillo,Espana,Cuenca (Castilla-La Mancha),"Alcala de la Vega, Algarra, Fuentelespino de Moya","Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",,50 000 kW,si,si,,Energias Eolicas de Cuenca,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 1' 28.7""","-1° 28' 15.6""",WGS84,si,2008,Energias Eolicas de Cuenca,Imagenes de Google Maps,,,,,,,,,,,
408,Muela I,Espana,Cuenca (Castilla-La Mancha),"Sisante, Vara del Rey, Atalaya","GE Energy 1.5se (potencia 1 500 kW, diametro 70.5 m)",,49 500 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 27' 28.9""","-2° 15' 8.9""",WGS84,si,2004,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
409,Munera I,Espana,Albacete (Castilla-La Mancha),Munera,"Vestas V90/1800 (potencia 1 800 kW, diametro 90 m)",,39 600 kW,si,si,,Ventient Energy,Ventient Energy,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 5' 1.4""","-2° 25' 36""",WGS84,si,2007,,Imagenes de Google Maps,,,,,,,,,,,
410,Munera II,Espana,Albacete (Castilla-La Mancha),Munera,"Vestas V90/1800 (potencia 1 800 kW, diametro 90 m)",,30 600 kW,si,si,,Munera,EDP Renovaveis,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 5' 1.4""","-2° 25' 36""",WGS84,si,2007,,Imagenes de Google Maps,,,,,,,,,,,
411,Munilla Ampliacion,Espana,Logrono (La Rioja),"Munilla, Zarzosa, Robres del Castillo, Hornillos de Cameros, Arnedillo","Gamesa G83/2000 (potencia 2 000 kW, diametro 83 m)",67 m,10 000 kW,si,si,,Molinos de Cidacos,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 12' 23.2""","-2° 20' 22.9""",WGS84,si,2005,Molinos de Cidacos,Imagenes de Google Maps,,,,,,,,,,,
412,Munilla La-Santa,Espana,Logrono (La Rioja),"Hornillos, Munilla, Zarzosa","Gamesa G83/2000 (potencia 2 000 kW, diametro 83 m)",67 m,36 000 kW,si,si,,Molinos de Cidacos,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 12' 23.2""","-2° 20' 22.9""",WGS84,si,2005,Eolicas de La Rioja,Imagenes de Google Maps,,,,,,,,,,,
413,Nacimiento,Espana,Almeria (Andalucia),Nacimiento,"Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,24 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"37° 7' 30.9""","-2° 39' 53.1""",WGS84,si,2010,,Imagenes de Google Maps,,,,,,,,,,,
414,Navas del Marques,Espana,Avila (Castilla y Leon),Las Navas del Marques,"Made AE-46/I (potencia 660 kW, diametro 46 m)",,10 560 kW,si,si,,PE Monte las Navas,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 38' 24""","-4° 22' 47.9""",WGS84,si,,PE Monte las Navas,Imagenes de Google Maps,,,,,,,,,,,
415,Navazuelo,Espana,Avila (Castilla y Leon),Las Navas del Marques,"Made AE-46/I (potencia 660 kW, diametro 46 m)",,17 160 kW,si,si,,PE Monte las Navas,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 37' 48""","-4° 20' 59.9""",WGS84,si,,PE Monte las Navas,Imagenes de Google Maps,,,,,,,,,,,
416,Nerea,Espana,Zamora (Castilla y Leon),"Requejo, Pedralba de la Praderia","Ecotecnia 48 (potencia 750 kW, diametro 48 m)",,39 750 kW,si,si,,Gecal SA,Gas Natural Fenosa Renovables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 58' 58.9""","-6° 45' 49.7""",WGS84,si,2004,GEZA,Imagenes de Google Maps,,,,,,,,,,,
417,Nordes,Espana,Lugo (Galicia),"Muros, Valadouro","Neg Micon NM44/750 (potencia 750 kW, diametro 44 m)",,20 250 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 34' 53.1""","-7° 28' 5.8""",WGS84,si,,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
418,Novo,Espana,La Coruna (Galicia),"Valdovino, Naron","Ecotecnia 48 (potencia 750 kW, diametro 48 m)",,18 750 kW,si,si,,Energias Ambient. de Novo,Gas Natural Fenosa Renovables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 35' 1.7""","-8° 7' 14.6""",WGS84,si,2002,Energias Ambient. de Novo,Imagenes de Google Maps,,,,,,,,,,,
419,O Chao,Espana,Lugo (Galicia),"Ourol, Muras","Enercon E82/2000 (potencia 2 000 kW, diametro 82 m)",,8 000 kW,si,si,,,Fenia Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 31' 17.8""","-7° 36' 51.2""",WGS84,si,2007,Hidroelectrica del Arnoya,Imagenes de Google Maps,Ribeiro,Ribeiro,,,,,,,,,
420,Oiz,Espana,Vizcaya (Euskadi),"Mallabia, Berriz","Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,25 500 kW,si,si,,Eolicas de Euskadi,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 12' 56.1""","-2° 34' 40""",WGS84,si,,Eolicas de Euskadi,Imagenes de Google Maps,,,,,,,,,,,
421,Oiz Ampliacion,Espana,Vizcaya (Euskadi),"Mallabia, Berriz","Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,4 250 kW,si,si,,Eolicas de Euskadi,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 13' 50.1""","-2° 36' 20.4""",WGS84,si,2007,Eolicas de Euskadi,Imagenes de Google Maps,,,,,,,,,,,
422,Oiz Ampliacion,Espana,Vizcaya (Euskadi),"Mallabia, Berriz","Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,4 250 kW,si,si,,Eolicas de Euskadi,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 13' 50.1""","-2° 36' 20.4""",WGS84,si,2007,Eolicas de Euskadi,Imagenes de Google Maps,,,,,,,,,,,
423,Ojos Albos,Espana,Avila (Castilla y Leon),Ojos Albos,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,14 520 kW,si,si,,Parque eolico Altos de Voltoya. S.A.,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 42' 36""","-4° 30' 0""",WGS84,si,,Parque eolico Altos de Voltoya. S.A.,Imagenes de Google Maps,,,,,,,,,,,
424,Os Corvos,Espana,La Coruna (Galicia),Cedeira,"Nordtank NTK600/43 (potencia 600 kW, diametro 43 m)",,10 200 kW,si,si,,P.E. Os Corvos,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 41' 23.9""","-7° 57' 35.9""",WGS84,si,,P.E. Os Corvos,Imagenes de Google Maps,,,,,,,,,,,
425,Outes,Espana,La Coruna (Galicia),Sierra de Outes,"Ecotecnia 74 (potencia 1 670 kW, diametro 74 m)",,35 070 kW,si,si,Canepa Green Energy/Cobra,Canepa Green Energy,Canepa Green Energy,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 49' 47.9""","-8° 56' 59.9""",WGS84,si,2003,,Imagenes de Google Maps,,,,,,,,,,,
426,Padornelo,Espana,Zamora (Castilla y Leon),"Padornelo, Aciberos","Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,31 450 kW,si,si,,Ibereolica,Ibereolica,http://www.grupoibereolica.es/ENG/detalle_proyecto.aspx?IdElemento=1,"42° 3' 30.8""","-6° 50' 27.8""",WGS84,si,2004/04,Ibereolica,Imagenes de Google Maps,,,,,,,,,,,
427,Palomarejo,Espana,Sevilla (Andalucia),Ãcija,"Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",78 m,30 000 kW,si,si,,Blue Tree Asset Management,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"37° 27' 34.4""","-5° 8' 59.1""",WGS84,si,2012,,Imagenes de Google Maps,,,,,,,,,,,
428,Paramo de Poza I,Espana,Burgos (Castilla y Leon),Poza de la Sal,"Ecotecnia 48 (potencia 750 kW, diametro 48 m)",55 m,49 500 kW,si,si,Eolicas Paramo de Poza SA/Elecnor,,,https://www.elecnor.com/Common/pdf/fichas-proyectos/infraestructuras/generacion.pdf,"42° 40' 47.9""","-3° 34' 48""",WGS84,si,2002,,Imagenes de Google Maps,,,Enerfin/Elecnor/E.ON Climate Renewables/Jorge S.L.,,,,,Eolicas Paramo de Poza SA/Elecnor,,,
429,Paramo de Poza II,Espana,Burgos (Castilla y Leon),Poza de la Sal,"Ecotecnia 48 (potencia 750 kW, diametro 48 m)",55 m,50 250 kW,si,si,Eolicas Paramo de Poza SA/Elecnor,,,https://www.elecnor.com/Common/pdf/fichas-proyectos/infraestructuras/generacion.pdf,"42° 39' 35.9""","-3° 33' 36""",WGS84,si,2002,,Imagenes de Google Maps,,,Enerfin/Elecnor/E.ON Climate Renewables/Jorge S.L.,,,,,Eolicas Paramo de Poza SA/Elecnor,,,
430,Paramo de Vega,Espana,Burgos (Castilla y Leon),"Valle de Santibanez, HuermecesÂ ","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,18 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 30' 59.6""","-3° 47' 14.2""",WGS84,si,2008,Ibercyl,Imagenes de Google Maps,,,,,,,,,,,
431,Parc Eolic Almatret,Espana,Lleida (Cataluna),AlmatretÂ ,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",,44 000 kW,si,si,,,SachsenFonds,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 18' 18.3""","0° 24' 8.7""",WGS84,si,2010,Element Power,Imagenes de Google Maps,,,Aviva/SachsenFonds,,,,,,,,
432,Parc Eolic Almatret,Espana,Lleida (Cataluna),AlmatretÂ ,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",,44 000 kW,si,si,,,SachsenFonds,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 18' 18.3""","0° 24' 8.7""",WGS84,si,2010,Element Power,Imagenes de Google Maps,,,Aviva/SachsenFonds,,,,,,,,
433,Parque Eolico Experimental Vestas Cantabria,Espana,Cantabria,Reinosa,,,3 000 kW,si,si,,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 57' 35.8""","-4° 5' 49.1""",WGS84,si,2010,Vestas,Imagenes de Google Maps,Monte Cotio,Monte Cotio,,,"Vestas V112/3000 (potencia 3 000 kW, diametro 112 m)",,,,,,
434,Pasada de Tejeda,Espana,Cadiz (Andalucia),Tarifa,"Ecotecnia 74 (potencia 1 670 kW, diametro 74 m)",,10 020 kW,si,si,Aerogeneradores del Sur/Elecnor,,,http://www.elecnor.es/es/negocios/infraestructuras/generacion-energia/#14,"36° 10' 19.1""","-5° 44' 8.6""",WGS84,si,2004,,Imagenes de Google Maps,,,,,,,,Aerogeneradores del Sur//Elecnor,,,
435,Paxareiras I (Paxareiras-Montevos),Espana,La Coruna (Galicia),"Mazaricos, Muros","Navantia-Siemens Bonus Mk-IV (potencia 600 kW, diametro 44 m)",35 m,20 400 kW,si,si,Terranova/Acciona Energia/Eurus Energy,Eurus Energy,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 51' 35.9""","-9° 3' 36""",WGS84,si,1998/02,,Imagenes de Google Maps,,,E.ON Climate Renewables/Eurus Energy,,,,,,,,
436,Pena Blanca I,Espana,Navarra,Leoz,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,14 520 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 32' 23.3""","-1° 38' 39.7""",WGS84,si,1999,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
437,Pena Blanca II,Espana,Navarra,"Leoz, TafallaÂ ","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,34 320 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 32' 23.3""","-1° 38' 39.7""",WGS84,si,2001,Acciona Energia,Imagenes de Google Maps,,,,,"Acciona AW-1500/70 (potencia 1 500 kW, diametro 70 m)",,,,,,
